No,House Type,Address,Township,District,Bed Room,Single Room,Lat/Long,Price (THB)/Per Month,Map Location,Remark
2308,Condo,"2408 Moo 5, Chiang Mai",Doi Saket,Mae Faek,4,2,"18.789306, 99.016348",7728,"https://www.google.com/maps?q=18.789306,99.016348",Fully furnished
2309,Bungalow,"2409 Moo 3, Chiang Mai",Chiang Dao,San Na Meng,5,2,"18.743924, 99.052367",10837,"https://www.google.com/maps?q=18.743924,99.052367",New listing
2310,Apartment,"2410 Moo 5, Chiang Mai",Chom Thong,San Na Meng,2,1,"18.981368, 98.96045",9984,"https://www.google.com/maps?q=18.981368,98.96045",Urgent sale
2311,Detached,"2411 Moo 7, Chiang Mai",Doi Lo,Mae Faek,1,1,"18.623891, 98.968232",7844,"https://www.google.com/maps?q=18.623891,98.968232",Near school
2312,Townhouse,"2412 Moo 1, Chiang Mai",Mae Chaem,San Sai Luang,2,2,"18.989809, 98.997461",7619,"https://www.google.com/maps?q=18.989809,98.997461",Great view
2313,Apartment,"2413 Moo 8, Chiang Mai",San Kamphaeng,Nong Han,2,1,"18.78209, 98.983782",11123,"https://www.google.com/maps?q=18.78209,98.983782",Fully furnished
2314,Condo,"2414 Moo 3, Chiang Mai",Mae Chaem,San Sai Luang,4,2,"18.621046, 98.931979",12288,"https://www.google.com/maps?q=18.621046,98.931979",Quiet area
2315,Bungalow,"2415 Moo 8, Chiang Mai",Mae Ai,Nong Han,3,3,"18.703839, 98.881557",12163,"https://www.google.com/maps?q=18.703839,98.881557",Near school
2316,Apartment,"2416 Moo 5, Chiang Mai",Hang Dong,San Sai Luang,3,1,"18.631701, 98.9016",12392,"https://www.google.com/maps?q=18.631701,98.9016",Renovated
2317,Villa,"2417 Moo 9, Chiang Mai",Doi Tao,San Na Meng,1,3,"18.728405, 98.839688",7800,"https://www.google.com/maps?q=18.728405,98.839688",Quiet area
2318,Condo,"2418 Moo 2, Chiang Mai",Hang Dong,San Sai Luang,2,1,"18.767595, 99.002313",12913,"https://www.google.com/maps?q=18.767595,99.002313",Quiet area
2319,Detached,"2419 Moo 2, Chiang Mai",Hot,San Sai Luang,5,2,"18.763174, 99.067927",10005,"https://www.google.com/maps?q=18.763174,99.067927",New listing
2320,Condo,"2420 Moo 6, Chiang Mai",Mae Wang,Mae Faek,1,2,"18.601551, 98.982818",11944,"https://www.google.com/maps?q=18.601551,98.982818",Fully furnished
2321,Detached,"2421 Moo 2, Chiang Mai",San Pa Tong,San Na Meng,2,2,"18.975454, 99.043234",7670,"https://www.google.com/maps?q=18.975454,99.043234",New listing
2322,Townhouse,"2422 Moo 2, Chiang Mai",Mae Wang,Nong Han,1,2,"18.913912, 98.918488",8911,"https://www.google.com/maps?q=18.913912,98.918488",Near school
2323,Townhouse,"2423 Moo 7, Chiang Mai",Saraphi,San Na Meng,5,1,"18.962838, 99.066205",12650,"https://www.google.com/maps?q=18.962838,99.066205",Price negotiable
2324,Townhouse,"2424 Moo 5, Chiang Mai",Saraphi,San Sai Luang,1,2,"18.809879, 99.059464",6533,"https://www.google.com/maps?q=18.809879,99.059464",Price negotiable
2325,Bungalow,"2425 Moo 7, Chiang Mai",Omkoi,Mae Faek,5,1,"18.967663, 98.825943",12239,"https://www.google.com/maps?q=18.967663,98.825943",Near school
2326,Bungalow,"2426 Moo 10, Chiang Mai",Mae Chaem,Mae Faek,1,3,"18.914242, 99.044463",8372,"https://www.google.com/maps?q=18.914242,99.044463",Near school
2327,Apartment,"2427 Moo 5, Chiang Mai",Mae On,Mae Faek,4,1,"18.735678, 98.850539",10522,"https://www.google.com/maps?q=18.735678,98.850539",Fully furnished
2328,Villa,"2428 Moo 8, Chiang Mai",Mae Taeng,San Na Meng,2,3,"18.670548, 98.986167",10290,"https://www.google.com/maps?q=18.670548,98.986167",Investment opportunity
2329,Apartment,"2429 Moo 1, Chiang Mai",Hot,San Na Meng,5,1,"18.815408, 98.946934",10706,"https://www.google.com/maps?q=18.815408,98.946934",Fully furnished
2330,Villa,"2430 Moo 9, Chiang Mai",Samoeng,Nong Han,1,2,"18.830893, 98.804351",7986,"https://www.google.com/maps?q=18.830893,98.804351",Quiet area
2331,Detached,"2431 Moo 6, Chiang Mai",Phrao,San Na Meng,3,3,"18.927838, 99.00789",11697,"https://www.google.com/maps?q=18.927838,99.00789",Urgent sale
2332,Villa,"2432 Moo 7, Chiang Mai",Phrao,San Na Meng,5,1,"18.93767, 98.838209",9131,"https://www.google.com/maps?q=18.93767,98.838209",Great view
2333,Apartment,"2433 Moo 1, Chiang Mai",Doi Tao,Mae Faek,5,3,"18.724768, 98.877717",7141,"https://www.google.com/maps?q=18.724768,98.877717",Renovated
2334,Townhouse,"2434 Moo 4, Chiang Mai",Mae Wang,Mae Faek,4,1,"18.680444, 98.881446",9345,"https://www.google.com/maps?q=18.680444,98.881446",Great view
2335,Detached,"2435 Moo 5, Chiang Mai",Phrao,Mae Faek,1,3,"18.818475, 98.937077",11906,"https://www.google.com/maps?q=18.818475,98.937077",Near market
2336,Bungalow,"2436 Moo 8, Chiang Mai",Mae Wang,San Na Meng,3,3,"18.701315, 98.959019",11533,"https://www.google.com/maps?q=18.701315,98.959019",Renovated
2337,Detached,"2437 Moo 5, Chiang Mai",Mae Taeng,Mae Faek,2,2,"18.944941, 98.853848",8800,"https://www.google.com/maps?q=18.944941,98.853848",Urgent sale
2338,Apartment,"2438 Moo 10, Chiang Mai",Hot,Mae Faek,1,1,"18.929798, 99.08803",8322,"https://www.google.com/maps?q=18.929798,99.08803",Investment opportunity
2339,Bungalow,"2439 Moo 7, Chiang Mai",Omkoi,San Na Meng,3,3,"18.897507, 98.870832",6804,"https://www.google.com/maps?q=18.897507,98.870832",Urgent sale
2340,Condo,"2440 Moo 10, Chiang Mai",Doi Lo,Nong Han,4,1,"18.848515, 99.043815",10532,"https://www.google.com/maps?q=18.848515,99.043815",Price negotiable
2341,Townhouse,"2441 Moo 2, Chiang Mai",Doi Lo,San Na Meng,3,3,"18.854768, 99.0431",7736,"https://www.google.com/maps?q=18.854768,99.0431",New listing
2342,Detached,"2442 Moo 9, Chiang Mai",Hang Dong,Nong Han,1,3,"18.784689, 98.880014",7531,"https://www.google.com/maps?q=18.784689,98.880014",Great view
2343,Bungalow,"2443 Moo 8, Chiang Mai",Mae Ai,Nong Han,2,3,"18.924718, 99.062349",9072,"https://www.google.com/maps?q=18.924718,99.062349",Quiet area
2344,Detached,"2444 Moo 6, Chiang Mai",Omkoi,San Sai Luang,1,3,"18.998919, 99.016105",12962,"https://www.google.com/maps?q=18.998919,99.016105",New listing
2345,Townhouse,"2445 Moo 7, Chiang Mai",Saraphi,San Sai Luang,2,1,"18.938489, 98.905661",7767,"https://www.google.com/maps?q=18.938489,98.905661",Great view
2346,Detached,"2446 Moo 8, Chiang Mai",Doi Saket,Nong Han,5,2,"18.91651, 98.951958",12917,"https://www.google.com/maps?q=18.91651,98.951958",Urgent sale
2347,Condo,"2447 Moo 9, Chiang Mai",San Kamphaeng,San Sai Luang,3,2,"18.682579, 98.80281",8752,"https://www.google.com/maps?q=18.682579,98.80281",Investment opportunity
2348,Apartment,"2448 Moo 5, Chiang Mai",San Sai,Nong Han,2,1,"18.858494, 98.845116",9681,"https://www.google.com/maps?q=18.858494,98.845116",Price negotiable
2349,Apartment,"2449 Moo 6, Chiang Mai",Mae On,Nong Han,1,3,"18.865322, 98.85912",7084,"https://www.google.com/maps?q=18.865322,98.85912",Urgent sale
2350,Detached,"2450 Moo 5, Chiang Mai",Mae Ai,Mae Faek,2,2,"18.720846, 98.864312",8747,"https://www.google.com/maps?q=18.720846,98.864312",Price negotiable
2351,Detached,"2451 Moo 1, Chiang Mai",Mae Wang,Mae Faek,5,1,"18.906582, 99.010938",6876,"https://www.google.com/maps?q=18.906582,99.010938",New listing
2352,Townhouse,"2452 Moo 1, Chiang Mai",Chom Thong,Nong Han,1,2,"18.607724, 99.005434",12444,"https://www.google.com/maps?q=18.607724,99.005434",New listing
2353,Detached,"2453 Moo 7, Chiang Mai",San Pa Tong,Nong Han,1,2,"18.784972, 99.005191",11255,"https://www.google.com/maps?q=18.784972,99.005191",New listing
2354,Bungalow,"2454 Moo 9, Chiang Mai",Mae Taeng,Mae Faek,4,1,"18.720119, 98.83215",7386,"https://www.google.com/maps?q=18.720119,98.83215",Fully furnished
2355,Apartment,"2455 Moo 4, Chiang Mai",Mueang,San Na Meng,2,2,"18.768711, 98.92009",11334,"https://www.google.com/maps?q=18.768711,98.92009",Price negotiable
2356,Condo,"2456 Moo 9, Chiang Mai",Mae Chaem,Mae Faek,4,1,"18.708524, 98.809795",11264,"https://www.google.com/maps?q=18.708524,98.809795",Price negotiable
2357,Bungalow,"2457 Moo 8, Chiang Mai",Doi Lo,San Na Meng,3,3,"18.609735, 98.981217",7494,"https://www.google.com/maps?q=18.609735,98.981217",Investment opportunity
2358,Apartment,"2458 Moo 1, Chiang Mai",Hot,San Na Meng,2,1,"18.92084, 98.865126",12116,"https://www.google.com/maps?q=18.92084,98.865126",New listing
2359,Bungalow,"2459 Moo 2, Chiang Mai",Wiang Haeng,San Na Meng,3,3,"18.797082, 99.080343",12405,"https://www.google.com/maps?q=18.797082,99.080343",Renovated
2360,Apartment,"2460 Moo 5, Chiang Mai",Doi Saket,Nong Han,2,3,"18.618707, 98.965644",7030,"https://www.google.com/maps?q=18.618707,98.965644",Near school
2361,Apartment,"2461 Moo 4, Chiang Mai",Hang Dong,San Sai Luang,3,2,"18.689644, 98.855914",10738,"https://www.google.com/maps?q=18.689644,98.855914",Quiet area
2362,Detached,"2462 Moo 5, Chiang Mai",Omkoi,San Sai Luang,1,2,"18.769391, 98.973569",7387,"https://www.google.com/maps?q=18.769391,98.973569",New listing
2363,Apartment,"2463 Moo 10, Chiang Mai",Mae Taeng,San Sai Luang,2,1,"18.874883, 98.805484",8384,"https://www.google.com/maps?q=18.874883,98.805484",Great view
2364,Townhouse,"2464 Moo 5, Chiang Mai",Mae Chaem,San Na Meng,1,3,"18.99765, 98.950014",10668,"https://www.google.com/maps?q=18.99765,98.950014",Great view
2365,Villa,"2465 Moo 3, Chiang Mai",San Sai,Nong Han,5,3,"18.762641, 99.010848",12705,"https://www.google.com/maps?q=18.762641,99.010848",Price negotiable
2366,Villa,"2466 Moo 2, Chiang Mai",Mae Rim,Nong Han,1,3,"18.723615, 99.022811",6756,"https://www.google.com/maps?q=18.723615,99.022811",Fully furnished
2367,Detached,"2467 Moo 10, Chiang Mai",Mae Taeng,Mae Faek,4,1,"18.925389, 98.990857",10634,"https://www.google.com/maps?q=18.925389,98.990857",Near school
2368,Bungalow,"2468 Moo 3, Chiang Mai",Mae Wang,San Sai Luang,4,1,"18.612521, 99.087246",6697,"https://www.google.com/maps?q=18.612521,99.087246",Quiet area
2369,Villa,"2469 Moo 2, Chiang Mai",Saraphi,San Na Meng,5,3,"18.857829, 98.981187",12820,"https://www.google.com/maps?q=18.857829,98.981187",Fully furnished
2370,Condo,"2470 Moo 7, Chiang Mai",Phrao,San Na Meng,1,2,"18.878334, 98.992572",7718,"https://www.google.com/maps?q=18.878334,98.992572",Great view
2371,Bungalow,"2471 Moo 2, Chiang Mai",Omkoi,Nong Han,2,1,"18.615388, 98.808976",6952,"https://www.google.com/maps?q=18.615388,98.808976",Investment opportunity
2372,Townhouse,"2472 Moo 9, Chiang Mai",Phrao,San Na Meng,5,1,"18.85332, 98.821493",12796,"https://www.google.com/maps?q=18.85332,98.821493",Fully furnished
2373,Villa,"2473 Moo 2, Chiang Mai",Mae Ai,Nong Han,3,2,"18.642441, 99.009739",6664,"https://www.google.com/maps?q=18.642441,99.009739",New listing
2374,Apartment,"2474 Moo 3, Chiang Mai",San Pa Tong,San Na Meng,2,2,"18.851096, 98.823663",12348,"https://www.google.com/maps?q=18.851096,98.823663",Near market
2375,Condo,"2475 Moo 5, Chiang Mai",San Pa Tong,San Na Meng,4,1,"18.892591, 99.076071",11682,"https://www.google.com/maps?q=18.892591,99.076071",Price negotiable
2376,Detached,"2476 Moo 5, Chiang Mai",Hang Dong,Mae Faek,5,1,"18.692632, 98.941545",10893,"https://www.google.com/maps?q=18.692632,98.941545",Price negotiable
2377,Villa,"2477 Moo 10, Chiang Mai",Mae On,Mae Faek,5,1,"18.64217, 98.919511",11762,"https://www.google.com/maps?q=18.64217,98.919511",Quiet area
2378,Townhouse,"2478 Moo 6, Chiang Mai",Mae Wang,San Na Meng,3,1,"18.839038, 98.941257",9961,"https://www.google.com/maps?q=18.839038,98.941257",Near school
2379,Villa,"2479 Moo 2, Chiang Mai",San Sai,Nong Han,3,3,"18.852367, 99.035995",11810,"https://www.google.com/maps?q=18.852367,99.035995",Near school
2380,Condo,"2480 Moo 8, Chiang Mai",Mae Taeng,Mae Faek,2,3,"18.709355, 99.075304",12050,"https://www.google.com/maps?q=18.709355,99.075304",Urgent sale
2381,Townhouse,"2481 Moo 5, Chiang Mai",Mae Chaem,San Sai Luang,4,2,"18.605384, 98.938285",10810,"https://www.google.com/maps?q=18.605384,98.938285",Near market
2382,Villa,"2482 Moo 2, Chiang Mai",Phrao,Nong Han,2,2,"18.829703, 99.0999",7952,"https://www.google.com/maps?q=18.829703,99.0999",Fully furnished
2383,Villa,"2483 Moo 7, Chiang Mai",Mae Wang,San Na Meng,4,2,"18.717203, 99.077378",7632,"https://www.google.com/maps?q=18.717203,99.077378",Great view
2384,Townhouse,"2484 Moo 9, Chiang Mai",Mae On,San Na Meng,4,2,"18.988623, 99.082425",10824,"https://www.google.com/maps?q=18.988623,99.082425",Fully furnished
2385,Apartment,"2485 Moo 1, Chiang Mai",Omkoi,Mae Faek,3,1,"18.603362, 99.075987",11998,"https://www.google.com/maps?q=18.603362,99.075987",New listing
2386,Bungalow,"2486 Moo 6, Chiang Mai",Chom Thong,San Na Meng,2,3,"18.770377, 99.030322",11543,"https://www.google.com/maps?q=18.770377,99.030322",Great view
2387,Townhouse,"2487 Moo 5, Chiang Mai",San Sai,San Na Meng,3,3,"18.755143, 99.059883",8222,"https://www.google.com/maps?q=18.755143,99.059883",Price negotiable
2388,Detached,"2488 Moo 1, Chiang Mai",Doi Saket,San Na Meng,5,2,"18.984246, 99.058742",7433,"https://www.google.com/maps?q=18.984246,99.058742",Near school
2389,Detached,"2489 Moo 2, Chiang Mai",Wiang Haeng,Nong Han,1,3,"18.889197, 99.059551",11977,"https://www.google.com/maps?q=18.889197,99.059551",Near market
2390,Villa,"2490 Moo 4, Chiang Mai",Hang Dong,Mae Faek,3,1,"18.923022, 98.995117",10034,"https://www.google.com/maps?q=18.923022,98.995117",Renovated
2391,Townhouse,"2491 Moo 7, Chiang Mai",Mueang,Nong Han,2,1,"18.960439, 98.90051",7925,"https://www.google.com/maps?q=18.960439,98.90051",Renovated
2392,Villa,"2492 Moo 9, Chiang Mai",Phrao,San Sai Luang,1,1,"18.678036, 99.094523",12098,"https://www.google.com/maps?q=18.678036,99.094523",Renovated
2393,Bungalow,"2493 Moo 2, Chiang Mai",Mae Ai,San Sai Luang,5,1,"18.737248, 98.854878",12579,"https://www.google.com/maps?q=18.737248,98.854878",Near market
2394,Condo,"2494 Moo 5, Chiang Mai",Chom Thong,San Sai Luang,3,2,"18.791744, 98.81213",9353,"https://www.google.com/maps?q=18.791744,98.81213",Fully furnished
2395,Bungalow,"2495 Moo 6, Chiang Mai",Mae Ai,San Sai Luang,2,1,"18.850544, 99.040685",9359,"https://www.google.com/maps?q=18.850544,99.040685",Great view
2396,Villa,"2496 Moo 4, Chiang Mai",Doi Tao,Nong Han,2,3,"18.714539, 98.842132",11822,"https://www.google.com/maps?q=18.714539,98.842132",Quiet area
2397,Townhouse,"2497 Moo 3, Chiang Mai",Hang Dong,Mae Faek,1,3,"18.70819, 99.075328",7706,"https://www.google.com/maps?q=18.70819,99.075328",Urgent sale
2398,Bungalow,"2498 Moo 8, Chiang Mai",Doi Saket,San Na Meng,5,2,"18.751909, 99.010474",7443,"https://www.google.com/maps?q=18.751909,99.010474",Great view
2399,Villa,"2499 Moo 1, Chiang Mai",Mae Taeng,Mae Faek,1,2,"18.770534, 99.087989",6845,"https://www.google.com/maps?q=18.770534,99.087989",Fully furnished
2400,Detached,"2500 Moo 8, Chiang Mai",Hot,Mae Faek,1,1,"18.796954, 98.842425",9627,"https://www.google.com/maps?q=18.796954,98.842425",Fully furnished
2401,Villa,"2501 Moo 8, Chiang Mai",San Pa Tong,San Sai Luang,5,1,"18.957839, 99.076573",9339,"https://www.google.com/maps?q=18.957839,99.076573",Fully furnished
2402,Villa,"2502 Moo 7, Chiang Mai",Doi Saket,Mae Faek,1,1,"18.701266, 98.997921",12610,"https://www.google.com/maps?q=18.701266,98.997921",Renovated
2403,Detached,"2503 Moo 7, Chiang Mai",Mueang,San Sai Luang,3,3,"18.946195, 98.990056",11677,"https://www.google.com/maps?q=18.946195,98.990056",Price negotiable
2404,Condo,"2504 Moo 10, Chiang Mai",Hot,San Na Meng,2,3,"18.951481, 98.9597",11119,"https://www.google.com/maps?q=18.951481,98.9597",Quiet area
2405,Townhouse,"2505 Moo 3, Chiang Mai",Doi Tao,San Na Meng,2,1,"18.684594, 98.974119",10157,"https://www.google.com/maps?q=18.684594,98.974119",Quiet area
2406,Condo,"2506 Moo 2, Chiang Mai",Mueang,San Na Meng,1,1,"18.907122, 98.853283",8700,"https://www.google.com/maps?q=18.907122,98.853283",Near market
2407,Villa,"2507 Moo 5, Chiang Mai",Saraphi,Mae Faek,4,1,"18.828604, 99.013531",9499,"https://www.google.com/maps?q=18.828604,99.013531",Investment opportunity
2408,Townhouse,"2508 Moo 4, Chiang Mai",Mae Chaem,San Na Meng,1,1,"18.68325, 98.89073",6732,"https://www.google.com/maps?q=18.68325,98.89073",Renovated
2409,Townhouse,"2509 Moo 6, Chiang Mai",Chom Thong,San Na Meng,1,3,"18.927463, 99.067035",12245,"https://www.google.com/maps?q=18.927463,99.067035",Price negotiable
2410,Detached,"2510 Moo 1, Chiang Mai",Hang Dong,San Na Meng,2,2,"18.940044, 98.823145",9681,"https://www.google.com/maps?q=18.940044,98.823145",Urgent sale
2411,Detached,"2511 Moo 6, Chiang Mai",Chom Thong,San Sai Luang,3,3,"18.69964, 99.091432",11945,"https://www.google.com/maps?q=18.69964,99.091432",New listing
2412,Townhouse,"2512 Moo 5, Chiang Mai",Mae Ai,San Sai Luang,3,3,"18.787791, 99.075384",7743,"https://www.google.com/maps?q=18.787791,99.075384",Fully furnished
2413,Apartment,"2513 Moo 5, Chiang Mai",San Sai,Mae Faek,3,2,"18.948762, 98.991546",6916,"https://www.google.com/maps?q=18.948762,98.991546",New listing
2414,Villa,"2514 Moo 2, Chiang Mai",Doi Tao,San Sai Luang,1,3,"18.821811, 99.022517",11666,"https://www.google.com/maps?q=18.821811,99.022517",Quiet area
2415,Townhouse,"2515 Moo 10, Chiang Mai",Samoeng,Mae Faek,5,1,"18.811456, 98.885748",11651,"https://www.google.com/maps?q=18.811456,98.885748",Near market
2416,Townhouse,"2516 Moo 10, Chiang Mai",Saraphi,Nong Han,3,2,"18.857885, 98.887097",12696,"https://www.google.com/maps?q=18.857885,98.887097",Near school
2417,Detached,"2517 Moo 2, Chiang Mai",Mae Taeng,Mae Faek,5,3,"18.691072, 98.905827",12948,"https://www.google.com/maps?q=18.691072,98.905827",Renovated
2418,Apartment,"2518 Moo 3, Chiang Mai",Mae Wang,Mae Faek,1,3,"18.926853, 98.836517",9951,"https://www.google.com/maps?q=18.926853,98.836517",Quiet area
2419,Townhouse,"2519 Moo 5, Chiang Mai",Mae Wang,Nong Han,4,1,"18.697226, 99.089455",10272,"https://www.google.com/maps?q=18.697226,99.089455",Renovated
2420,Apartment,"2520 Moo 4, Chiang Mai",Saraphi,Nong Han,1,3,"18.965913, 99.007935",8265,"https://www.google.com/maps?q=18.965913,99.007935",Renovated
2421,Villa,"2521 Moo 7, Chiang Mai",Doi Tao,San Na Meng,2,1,"18.958035, 99.070782",8424,"https://www.google.com/maps?q=18.958035,99.070782",Near school
2422,Bungalow,"2522 Moo 6, Chiang Mai",San Kamphaeng,San Na Meng,5,2,"18.693729, 99.054384",12161,"https://www.google.com/maps?q=18.693729,99.054384",New listing
2423,Detached,"2523 Moo 1, Chiang Mai",Doi Saket,San Sai Luang,3,3,"18.787371, 98.89555",7759,"https://www.google.com/maps?q=18.787371,98.89555",Price negotiable
2424,Bungalow,"2524 Moo 8, Chiang Mai",Hang Dong,Mae Faek,2,2,"18.712339, 99.099882",10897,"https://www.google.com/maps?q=18.712339,99.099882",New listing
2425,Townhouse,"2525 Moo 10, Chiang Mai",Doi Saket,San Sai Luang,1,2,"18.802854, 98.920503",7145,"https://www.google.com/maps?q=18.802854,98.920503",Near market
2426,Condo,"2526 Moo 6, Chiang Mai",Chiang Dao,San Sai Luang,2,2,"18.94074, 98.908027",9257,"https://www.google.com/maps?q=18.94074,98.908027",Price negotiable
2427,Detached,"2527 Moo 1, Chiang Mai",Doi Tao,San Sai Luang,1,1,"18.740776, 98.943569",11845,"https://www.google.com/maps?q=18.740776,98.943569",Investment opportunity
2428,Condo,"2528 Moo 8, Chiang Mai",Wiang Haeng,San Na Meng,5,3,"18.764029, 98.938183",12255,"https://www.google.com/maps?q=18.764029,98.938183",Quiet area
2429,Condo,"2529 Moo 10, Chiang Mai",Mae Chaem,Nong Han,4,2,"18.851547, 98.813795",9426,"https://www.google.com/maps?q=18.851547,98.813795",Renovated
2430,Condo,"2530 Moo 7, Chiang Mai",San Pa Tong,San Na Meng,3,3,"18.86838, 98.945173",10202,"https://www.google.com/maps?q=18.86838,98.945173",Renovated
2431,Condo,"2531 Moo 8, Chiang Mai",Omkoi,Mae Faek,1,1,"18.943396, 98.800482",12009,"https://www.google.com/maps?q=18.943396,98.800482",Near market
2432,Detached,"2532 Moo 1, Chiang Mai",Hang Dong,Mae Faek,2,2,"18.778025, 98.934965",8075,"https://www.google.com/maps?q=18.778025,98.934965",Fully furnished
2433,Detached,"2533 Moo 6, Chiang Mai",Samoeng,Nong Han,1,1,"18.962975, 98.984725",10938,"https://www.google.com/maps?q=18.962975,98.984725",Fully furnished
2434,Bungalow,"2534 Moo 9, Chiang Mai",Mae Chaem,San Sai Luang,5,2,"18.905937, 98.963443",10699,"https://www.google.com/maps?q=18.905937,98.963443",Near school
2435,Detached,"2535 Moo 10, Chiang Mai",Phrao,Mae Faek,4,3,"18.866337, 99.097021",11534,"https://www.google.com/maps?q=18.866337,99.097021",Fully furnished
2436,Detached,"2536 Moo 8, Chiang Mai",Wiang Haeng,San Sai Luang,1,2,"18.740281, 99.066867",11602,"https://www.google.com/maps?q=18.740281,99.066867",New listing
2437,Apartment,"2537 Moo 6, Chiang Mai",Mueang,San Na Meng,3,2,"18.85285, 98.853689",9461,"https://www.google.com/maps?q=18.85285,98.853689",New listing
2438,Villa,"2538 Moo 1, Chiang Mai",San Kamphaeng,Nong Han,4,3,"18.877571, 98.969432",12293,"https://www.google.com/maps?q=18.877571,98.969432",Price negotiable
2439,Villa,"2539 Moo 8, Chiang Mai",Doi Saket,San Sai Luang,5,2,"18.785382, 98.847192",11914,"https://www.google.com/maps?q=18.785382,98.847192",Urgent sale
